,index,Filename,Style,Theme,Time,Train,Weight
30591,30591,smb1_desert_day\Ejn1M5ai_iI_6_0075.jpg,smb1,desert,day,False,1.0
16371,16371,smb3_desert_day\Ejn1M5ai_iI_1_0141.jpg,smb3,desert,day,True,0.7350127820986567
17116,17116,smw_jungle_night\8y54Wlsyte8_12_0194.jpg,smw,jungle,night,True,0.6121846275543262
34743,34743,nsmb_desert_night\6kj1CljrOSs_4_0114.jpg,nsmb,desert,night,False,1.0
3992,3992,smw_sky_day\h082aQwtlR4_13_0029.jpg,smw,sky,day,True,0.6208494030072771
13667,13667,menu\0ZI1hJ2Kalo_5_0036.jpg,menu,,,True,1.3228280864947417
24439,24439,smb1_ghosthouse_night\jI023XwCR04_10_0043.jpg,smb1,ghosthouse,night,True,1.4568652323540725
35798,35798,smb3_desert_night\-mXxAMAA6-Y_8_0758.jpg,smb3,desert,night,False,1.0
8185,8185,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0150.jpg,smb3,ghosthouse,night,True,1.3941627436076967
19520,19520,sm3dw_ice_day\h082aQwtlR4_7_0088.jpg,sm3dw,ice,day,True,0.47553028005024095
20851,20851,sm3dw_ice_day\6kj1CljrOSs_3_0054.jpg,sm3dw,ice,day,True,0.47553028005024095
30302,30302,nsmb_jungle_night\sibl3_fJTds_21_0427.jpg,nsmb,jungle,night,False,1.0
9634,9634,smb3_desert_day\YuVG3cVdCEA_7_0051.jpg,smb3,desert,day,True,0.7350127820986567
19026,19026,menu\ZtVdrcXYDzQ_2_0074.jpg,menu,,,True,1.3228280864947417
15512,15512,smb1_underwater_day\ZtVdrcXYDzQ_12_0476.jpg,smb1,underwater,day,True,0.7414995901944197
9269,9269,smb3_underground_day\jI023XwCR04_7_0020.jpg,smb3,underground,day,True,1.6421001575928964
15537,15537,smb1_underwater_day\ZtVdrcXYDzQ_12_0501.jpg,smb1,underwater,day,True,0.7414995901944197
23520,23520,smb3_airship_night\bCG_Ex7g9nE_10_0129.jpg,smb3,airship,night,True,1.2007242129203555
11504,11504,smw_castle_day\YuVG3cVdCEA_6_0014.jpg,smw,castle,day,True,0.7247328914670338
28421,28421,menu\jI023XwCR04_16_0117.jpg,menu,,,True,1.3228280864947417
17336,17336,nsmb_underground_night\yrh5IKPiNZs_11_0054.jpg,nsmb,underground,night,True,1.3528233747194023
7346,7346,smw_ice_day\6kj1CljrOSs_1_0038.jpg,smw,ice,day,True,0.5938825977433875
15174,15174,smb1_underwater_day\ZtVdrcXYDzQ_12_0138.jpg,smb1,underwater,day,True,0.7414995901944197
23828,23828,smb3_airship_night\bCG_Ex7g9nE_10_0437.jpg,smb3,airship,night,True,1.2007242129203555
15362,15362,smb1_underwater_day\ZtVdrcXYDzQ_12_0326.jpg,smb1,underwater,day,True,0.7414995901944197
15533,15533,smb1_underwater_day\ZtVdrcXYDzQ_12_0497.jpg,smb1,underwater,day,True,0.7414995901944197
12502,12502,smw_sky_day\zXXtMhjoOCU_3_0044.jpg,smw,sky,day,True,0.6208494030072771
9301,9301,smb3_underground_day\jI023XwCR04_7_0052.jpg,smb3,underground,day,True,1.6421001575928964
1574,1574,menu\asAgPrbyePY_9_0045.jpg,menu,,,True,1.3228280864947417
2725,2725,smw_castle_day\YuVG3cVdCEA_8_0005.jpg,smw,castle,day,True,0.7247328914670338
32495,32495,nsmb_underground_day\yrh5IKPiNZs_13_0029.jpg,nsmb,underground,day,False,1.0
30164,30164,nsmb_jungle_night\sibl3_fJTds_21_0289.jpg,nsmb,jungle,night,False,1.0
5844,5844,nsmb_underground_night\yrh5IKPiNZs_16_0040.jpg,nsmb,underground,night,True,1.3528233747194023
12201,12201,smw_grass_night\asAgPrbyePY_0_0040.jpg,smw,grass,night,True,0.379991437817136
23440,23440,smb3_airship_night\bCG_Ex7g9nE_10_0049.jpg,smb3,airship,night,True,1.2007242129203555
34518,34518,nsmb_sky_night\8y54Wlsyte8_13_0309.jpg,nsmb,sky,night,False,1.0
16091,16091,smb1_desert_day\jI023XwCR04_17_0005.jpg,smb1,desert,day,True,0.7680699921763864
19479,19479,sm3dw_ice_day\h082aQwtlR4_7_0047.jpg,sm3dw,ice,day,True,0.47553028005024095
19456,19456,sm3dw_ice_day\h082aQwtlR4_7_0024.jpg,sm3dw,ice,day,True,0.47553028005024095
27891,27891,menu\8y54Wlsyte8_11_0007.jpg,menu,,,True,1.3228280864947417
16064,16064,smb1_underwater_day\ZtVdrcXYDzQ_12_1028.jpg,smb1,underwater,day,True,0.7414995901944197
22620,22620,menu\Ejn1M5ai_iI_10_0220.jpg,menu,,,True,1.3228280864947417
917,917,nsmb_airship_night\sibl3_fJTds_23_0285.jpg,nsmb,airship,night,True,1.4151789353834578
18483,18483,menu\Ejn1M5ai_iI_7_0106.jpg,menu,,,True,1.3228280864947417
10651,10651,sm3dw_castle_day\ZtVdrcXYDzQ_11_0003.jpg,sm3dw,castle,day,True,0.5803039795246749
20967,20967,nsmb_underground_day\sibl3_fJTds_15_0017.jpg,nsmb,underground,day,True,1.9353866006943483
10670,10670,sm3dw_castle_day\ZtVdrcXYDzQ_11_0022.jpg,sm3dw,castle,day,True,0.5803039795246749
6492,6492,smb3_jungle_night\h082aQwtlR4_5_0362.jpg,smb3,jungle,night,True,1.181297693812866
10454,10454,menu\asAgPrbyePY_11_0135.jpg,menu,,,True,1.3228280864947417
34976,34976,menu\jI023XwCR04_0_0097.jpg,menu,,,False,1.0
16337,16337,smb3_desert_day\Ejn1M5ai_iI_1_0107.jpg,smb3,desert,day,True,0.7350127820986567
17090,17090,smw_jungle_night\8y54Wlsyte8_12_0168.jpg,smw,jungle,night,True,0.6121846275543262
18337,18337,menu\f6ouZR_ORgo_5_0220.jpg,menu,,,True,1.3228280864947417
538,538,smb3_airship_night\ZtVdrcXYDzQ_10_0059.jpg,smb3,airship,night,True,1.2007242129203555
19105,19105,menu\ZtVdrcXYDzQ_2_0153.jpg,menu,,,True,1.3228280864947417
19760,19760,smb1_grass_night\sibl3_fJTds_0_0008.jpg,smb1,grass,night,True,0.7662255921126964
12226,12226,smw_grass_night\asAgPrbyePY_0_0065.jpg,smw,grass,night,True,0.379991437817136
32102,32102,nsmb_grass_day\sibl3_fJTds_11_0001.jpg,nsmb,grass,day,False,1.0
2305,2305,nsmb_airship_night\sibl3_fJTds_25_0295.jpg,nsmb,airship,night,True,1.4151789353834578
32593,32593,sm3dw_castle_day\asAgPrbyePY_2_0075.jpg,sm3dw,castle,day,False,1.0
23844,23844,smb3_airship_night\bCG_Ex7g9nE_10_0453.jpg,smb3,airship,night,True,1.2007242129203555
17163,17163,sm3dw_castle_day\8y54Wlsyte8_0_0031.jpg,sm3dw,castle,day,True,0.5803039795246749
17254,17254,sm3dw_castle_day\8y54Wlsyte8_0_0122.jpg,sm3dw,castle,day,True,0.5803039795246749
24387,24387,nsmb_underground_night\yrh5IKPiNZs_6_0201.jpg,nsmb,underground,night,True,1.3528233747194023
27883,27883,menu\YuVG3cVdCEA_1_0299.jpg,menu,,,True,1.3228280864947417
20855,20855,sm3dw_ice_day\6kj1CljrOSs_3_0058.jpg,sm3dw,ice,day,True,0.47553028005024095
11762,11762,sm3dw_desert_day\0ZI1hJ2Kalo_8_0019.jpg,sm3dw,desert,day,True,0.3049969752850617
15555,15555,smb1_underwater_day\ZtVdrcXYDzQ_12_0519.jpg,smb1,underwater,day,True,0.7414995901944197
31396,31396,nsmb_underground_night\yrh5IKPiNZs_14_0208.jpg,nsmb,underground,night,False,1.0
10518,10518,menu\asAgPrbyePY_11_0199.jpg,menu,,,True,1.3228280864947417
15346,15346,smb1_underwater_day\ZtVdrcXYDzQ_12_0310.jpg,smb1,underwater,day,True,0.7414995901944197
26270,26270,smb1_desert_day\ZtVdrcXYDzQ_8_0006.jpg,smb1,desert,day,True,0.7680699921763864
8956,8956,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0921.jpg,smb3,ghosthouse,night,True,1.3941627436076967
2750,2750,smb3_underwater_day\-mXxAMAA6-Y_15_0002.jpg,smb3,underwater,day,True,0.7095859521467321
31141,31141,nsmb_castle_day\yrh5IKPiNZs_2_0105.jpg,nsmb,castle,day,False,1.0
4000,4000,smw_sky_day\h082aQwtlR4_13_0037.jpg,smw,sky,day,True,0.6208494030072771
28707,28707,smb3_desert_day\-mXxAMAA6-Y_7_0080.jpg,smb3,desert,day,True,0.7350127820986567
15744,15744,smb1_underwater_day\ZtVdrcXYDzQ_12_0708.jpg,smb1,underwater,day,True,0.7414995901944197
34305,34305,nsmb_sky_night\8y54Wlsyte8_13_0096.jpg,nsmb,sky,night,False,1.0
33417,33417,nsmb_underground_day\yrh5IKPiNZs_7_0013.jpg,nsmb,underground,day,False,1.0
5082,5082,smw_castle_night\-mXxAMAA6-Y_1_0058.jpg,smw,castle,night,True,0.5065838503030027
20228,20228,smw_ghosthouse_night\6kj1CljrOSs_7_0107.jpg,smw,ghosthouse,night,True,0.7224978127154451
4803,4803,menu\f6ouZR_ORgo_0_0236.jpg,menu,,,True,1.3228280864947417
31625,31625,menu\QmVPmh10FVE_10_0074.jpg,menu,,,False,1.0
2949,2949,nsmb_sky_day\Ejn1M5ai_iI_0_0051.jpg,nsmb,sky,day,True,1.4119889279822648
29,29,smb3_grass_day\-mXxAMAA6-Y_17_0030.jpg,smb3,grass,day,True,1.0490045659235856
3494,3494,menu\jI023XwCR04_21_0210.jpg,menu,,,True,1.3228280864947417
35972,35972,smb3_desert_night\-mXxAMAA6-Y_8_0932.jpg,smb3,desert,night,False,1.0
12478,12478,smw_sky_day\zXXtMhjoOCU_3_0020.jpg,smw,sky,day,True,0.6208494030072771
18752,18752,smb1_grass_night\bCG_Ex7g9nE_5_0081.jpg,smb1,grass,night,True,0.7662255921126964
30977,30977,smb1_underground_day\ZtVdrcXYDzQ_13_0020.jpg,smb1,underground,day,False,1.0
33745,33745,sm3dw_ice_day\0ZI1hJ2Kalo_1_0048.jpg,sm3dw,ice,day,False,1.0
17435,17435,smw_grass_day\asAgPrbyePY_13_0003.jpg,smw,grass,day,True,0.5436262788425023
34715,34715,nsmb_desert_night\6kj1CljrOSs_4_0086.jpg,nsmb,desert,night,False,1.0
33165,33165,smb3_castle_day\h082aQwtlR4_9_0046.jpg,smb3,castle,day,False,1.0
17282,17282,sm3dw_castle_day\8y54Wlsyte8_0_0150.jpg,sm3dw,castle,day,True,0.5803039795246749
16015,16015,smb1_underwater_day\ZtVdrcXYDzQ_12_0979.jpg,smb1,underwater,day,True,0.7414995901944197
7045,7045,smb3_jungle_night\h082aQwtlR4_5_0915.jpg,smb3,jungle,night,True,1.181297693812866
30593,30593,smb1_desert_day\Ejn1M5ai_iI_6_0077.jpg,smb1,desert,day,False,1.0
25316,25316,nsmb_ghosthouse_day\h082aQwtlR4_3_0064.jpg,nsmb,ghosthouse,day,True,2.3507594541382915
319,319,nsmb_sky_day\bCG_Ex7g9nE_11_0107.jpg,nsmb,sky,day,True,1.4119889279822648
5722,5722,smw_castle_day\jI023XwCR04_18_0106.jpg,smw,castle,day,True,0.7247328914670338
31090,31090,nsmb_castle_day\yrh5IKPiNZs_2_0054.jpg,nsmb,castle,day,False,1.0
20034,20034,sm3dw_desert_day\bCG_Ex7g9nE_0_0003.jpg,sm3dw,desert,day,True,0.3049969752850617
12995,12995,nsmb_sky_day\Xtg_BIX3E78_0_0095.jpg,nsmb,sky,day,True,1.4119889279822648
35613,35613,smb3_desert_night\-mXxAMAA6-Y_8_0573.jpg,smb3,desert,night,False,1.0
34829,34829,smw_grass_day\Ejn1M5ai_iI_11_0018.jpg,smw,grass,day,False,1.0
10878,10878,menu\jI023XwCR04_21_0185.jpg,menu,,,True,1.3228280864947417
25511,25511,sm3dw_ice_day\Ejn1M5ai_iI_8_0007.jpg,sm3dw,ice,day,True,0.47553028005024095
35772,35772,smb3_desert_night\-mXxAMAA6-Y_8_0732.jpg,smb3,desert,night,False,1.0
26340,26340,smb1_desert_day\ZtVdrcXYDzQ_8_0076.jpg,smb1,desert,day,True,0.7680699921763864
10638,10638,smw_castle_day\8y54Wlsyte8_8_0019.jpg,smw,castle,day,True,0.7247328914670338
20599,20599,sm3dw_sky_day\QmVPmh10FVE_7_0106.jpg,sm3dw,sky,day,True,0.4971229862651126
19215,19215,menu\ZtVdrcXYDzQ_2_0263.jpg,menu,,,True,1.3228280864947417
11784,11784,sm3dw_desert_day\0ZI1hJ2Kalo_8_0041.jpg,sm3dw,desert,day,True,0.3049969752850617
31852,31852,smw_grass_night\YuVG3cVdCEA_5_0011.jpg,smw,grass,night,False,1.0
14538,14538,smb1_ice_night\zXXtMhjoOCU_5_0162.jpg,smb1,ice,night,True,0.8370604270092479
17498,17498,smw_airship_day\-mXxAMAA6-Y_6_0048.jpg,smw,airship,day,True,0.8902110146772654
18433,18433,menu\Ejn1M5ai_iI_7_0056.jpg,menu,,,True,1.3228280864947417
18076,18076,sm3dw_castle_day\jI023XwCR04_15_0004.jpg,sm3dw,castle,day,True,0.5803039795246749
27480,27480,smb1_sky_day\0ZI1hJ2Kalo_4_0011.jpg,smb1,sky,day,True,1.2518984747782453
9238,9238,sm3dw_castle_day\YuVG3cVdCEA_3_0034.jpg,sm3dw,castle,day,True,0.5803039795246749
29264,29264,smb3_jungle_night\yrh5IKPiNZs_18_0049.jpg,smb3,jungle,night,False,1.0
31376,31376,nsmb_underground_night\yrh5IKPiNZs_14_0188.jpg,nsmb,underground,night,False,1.0
1753,1753,menu\asAgPrbyePY_9_0224.jpg,menu,,,True,1.3228280864947417
6947,6947,smb3_jungle_night\h082aQwtlR4_5_0817.jpg,smb3,jungle,night,True,1.181297693812866
33506,33506,smw_ghosthouse_day\h082aQwtlR4_12_0001.jpg,smw,ghosthouse,day,False,1.0
2641,2641,smw_ice_day\sibl3_fJTds_17_0049.jpg,smw,ice,day,True,0.5938825977433875
22742,22742,menu\Ejn1M5ai_iI_10_0342.jpg,menu,,,True,1.3228280864947417
10924,10924,menu\jI023XwCR04_21_0231.jpg,menu,,,True,1.3228280864947417
25862,25862,menu\zXXtMhjoOCU_6_0246.jpg,menu,,,True,1.3228280864947417
2248,2248,nsmb_airship_night\sibl3_fJTds_25_0238.jpg,nsmb,airship,night,True,1.4151789353834578
18675,18675,smb1_grass_night\bCG_Ex7g9nE_5_0004.jpg,smb1,grass,night,True,0.7662255921126964
29370,29370,smb3_jungle_night\yrh5IKPiNZs_18_0155.jpg,smb3,jungle,night,False,1.0
31880,31880,smw_grass_night\YuVG3cVdCEA_5_0039.jpg,smw,grass,night,False,1.0
17940,17940,smw_castle_day\yrh5IKPiNZs_19_0024.jpg,smw,castle,day,True,0.7247328914670338
10059,10059,smw_desert_day\sibl3_fJTds_12_0024.jpg,smw,desert,day,True,0.380906124352441
1895,1895,nsmb_desert_day\sibl3_fJTds_27_0031.jpg,nsmb,desert,day,True,0.8662893570986944
33914,33914,smb1_grass_night\sibl3_fJTds_4_0077.jpg,smb1,grass,night,False,1.0
33157,33157,smb3_castle_day\h082aQwtlR4_9_0038.jpg,smb3,castle,day,False,1.0
34576,34576,nsmb_sky_night\8y54Wlsyte8_13_0367.jpg,nsmb,sky,night,False,1.0
16881,16881,smw_sky_day\6kj1CljrOSs_9_0051.jpg,smw,sky,day,True,0.6208494030072771
5141,5141,smw_castle_night\-mXxAMAA6-Y_1_0117.jpg,smw,castle,night,True,0.5065838503030027
27485,27485,smb1_sky_day\0ZI1hJ2Kalo_4_0016.jpg,smb1,sky,day,True,1.2518984747782453
12038,12038,smb1_sky_day\YuVG3cVdCEA_4_0040.jpg,smb1,sky,day,True,1.2518984747782453
3563,3563,nsmb_underground_day\-mXxAMAA6-Y_16_0009.jpg,nsmb,underground,day,True,1.9353866006943483
6734,6734,smb3_jungle_night\h082aQwtlR4_5_0604.jpg,smb3,jungle,night,True,1.181297693812866
14859,14859,smb1_ice_night\zXXtMhjoOCU_5_0483.jpg,smb1,ice,night,True,0.8370604270092479
28791,28791,smw_underground_day\8y54Wlsyte8_5_0009.jpg,smw,underground,day,True,0.8509865706570625
28797,28797,smw_underground_day\8y54Wlsyte8_5_0015.jpg,smw,underground,day,True,0.8509865706570625
31158,31158,nsmb_castle_day\yrh5IKPiNZs_2_0122.jpg,nsmb,castle,day,False,1.0
33212,33212,sm3dw_jungle_day\asAgPrbyePY_5_0010.jpg,sm3dw,jungle,day,False,1.0
18570,18570,menu\Ejn1M5ai_iI_7_0193.jpg,menu,,,True,1.3228280864947417
12866,12866,menu\Ejn1M5ai_iI_2_0226.jpg,menu,,,True,1.3228280864947417
4870,4870,sm3dw_ice_day\uSdL2GGk7cY_0_0030.jpg,sm3dw,ice,day,True,0.47553028005024095
31222,31222,nsmb_underground_night\yrh5IKPiNZs_14_0034.jpg,nsmb,underground,night,False,1.0
4032,4032,smb1_grass_day\Xtg_BIX3E78_2_0004.jpg,smb1,grass,day,True,1.096183560837417
12152,12152,smb1_sky_day\YuVG3cVdCEA_4_0154.jpg,smb1,sky,day,True,1.2518984747782453
25523,25523,sm3dw_ice_day\Ejn1M5ai_iI_8_0019.jpg,sm3dw,ice,day,True,0.47553028005024095
7356,7356,smw_ice_day\6kj1CljrOSs_1_0048.jpg,smw,ice,day,True,0.5938825977433875
2129,2129,nsmb_airship_night\sibl3_fJTds_25_0119.jpg,nsmb,airship,night,True,1.4151789353834578
10073,10073,smw_desert_day\sibl3_fJTds_12_0038.jpg,smw,desert,day,True,0.380906124352441
2574,2574,nsmb_airship_day\jI023XwCR04_11_0132.jpg,nsmb,airship,day,True,2.0245941933802953
27435,27435,nsmb_desert_day\h082aQwtlR4_2_0033.jpg,nsmb,desert,day,True,0.8662893570986944
35801,35801,smb3_desert_night\-mXxAMAA6-Y_8_0761.jpg,smb3,desert,night,False,1.0
16423,16423,nsmb_airship_night\jI023XwCR04_12_0043.jpg,nsmb,airship,night,True,1.4151789353834578
12600,12600,smw_sky_day\zXXtMhjoOCU_3_0142.jpg,smw,sky,day,True,0.6208494030072771
952,952,nsmb_airship_night\sibl3_fJTds_23_0320.jpg,nsmb,airship,night,True,1.4151789353834578
5443,5443,sm3dw_grass_day\YuVG3cVdCEA_2_0004.jpg,sm3dw,grass,day,True,0.4352893275588893
8227,8227,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0192.jpg,smb3,ghosthouse,night,True,1.3941627436076967
13321,13321,nsmb_ghosthouse_night\zXXtMhjoOCU_1_0056.jpg,nsmb,ghosthouse,night,True,1.6431664540614124
31140,31140,nsmb_castle_day\yrh5IKPiNZs_2_0104.jpg,nsmb,castle,day,False,1.0
16265,16265,smb3_desert_day\Ejn1M5ai_iI_1_0035.jpg,smb3,desert,day,True,0.7350127820986567
35400,35400,smb3_desert_night\-mXxAMAA6-Y_8_0360.jpg,smb3,desert,night,False,1.0
4046,4046,smb1_grass_day\Xtg_BIX3E78_2_0018.jpg,smb1,grass,day,True,1.096183560837417
34262,34262,nsmb_sky_night\8y54Wlsyte8_13_0053.jpg,nsmb,sky,night,False,1.0
20041,20041,sm3dw_desert_day\bCG_Ex7g9nE_0_0010.jpg,sm3dw,desert,day,True,0.3049969752850617
18356,18356,menu\f6ouZR_ORgo_5_0239.jpg,menu,,,True,1.3228280864947417
35566,35566,smb3_desert_night\-mXxAMAA6-Y_8_0526.jpg,smb3,desert,night,False,1.0
17250,17250,sm3dw_castle_day\8y54Wlsyte8_0_0118.jpg,sm3dw,castle,day,True,0.5803039795246749
14741,14741,smb1_ice_night\zXXtMhjoOCU_5_0365.jpg,smb1,ice,night,True,0.8370604270092479
5952,5952,nsmb_underground_night\yrh5IKPiNZs_16_0148.jpg,nsmb,underground,night,True,1.3528233747194023
4060,4060,sm3dw_grass_day\bCG_Ex7g9nE_1_0002.jpg,sm3dw,grass,day,True,0.4352893275588893
5078,5078,smw_castle_night\-mXxAMAA6-Y_1_0054.jpg,smw,castle,night,True,0.5065838503030027
19171,19171,menu\ZtVdrcXYDzQ_2_0219.jpg,menu,,,True,1.3228280864947417
16136,16136,smb1_desert_day\jI023XwCR04_17_0050.jpg,smb1,desert,day,True,0.7680699921763864
11053,11053,menu\jI023XwCR04_2_0090.jpg,menu,,,True,1.3228280864947417
29652,29652,smb3_jungle_night\yrh5IKPiNZs_18_0437.jpg,smb3,jungle,night,False,1.0
35135,35135,smb3_desert_night\-mXxAMAA6-Y_8_0095.jpg,smb3,desert,night,False,1.0
33790,33790,sm3dw_ice_day\0ZI1hJ2Kalo_1_0093.jpg,sm3dw,ice,day,False,1.0
14922,14922,smb1_ice_night\zXXtMhjoOCU_5_0546.jpg,smb1,ice,night,True,0.8370604270092479
11055,11055,menu\jI023XwCR04_2_0092.jpg,menu,,,True,1.3228280864947417
991,991,nsmb_airship_night\sibl3_fJTds_23_0359.jpg,nsmb,airship,night,True,1.4151789353834578
21083,21083,nsmb_ice_night\zXXtMhjoOCU_2_0074.jpg,nsmb,ice,night,True,0.9441021606792226
28024,28024,menu\8y54Wlsyte8_11_0140.jpg,menu,,,True,1.3228280864947417
4153,4153,sm3dw_ghosthouse_day\asAgPrbyePY_1_0011.jpg,sm3dw,ghosthouse,day,True,0.8276386143495679
19929,19929,smw_desert_day\8y54Wlsyte8_2_0015.jpg,smw,desert,day,True,0.380906124352441
17132,17132,smw_jungle_night\8y54Wlsyte8_12_0210.jpg,smw,jungle,night,True,0.6121846275543262
3062,3062,sm3dw_grass_day\asAgPrbyePY_7_0004.jpg,sm3dw,grass,day,True,0.4352893275588893
25643,25643,menu\zXXtMhjoOCU_6_0027.jpg,menu,,,True,1.3228280864947417
8880,8880,smb3_ghosthouse_night\-mXxAMAA6-Y_18_0845.jpg,smb3,ghosthouse,night,True,1.3941627436076967
29893,29893,nsmb_jungle_night\sibl3_fJTds_21_0018.jpg,nsmb,jungle,night,False,1.0
27007,27007,smw_grass_night\Xtg_BIX3E78_4_0030.jpg,smw,grass,night,True,0.379991437817136
15974,15974,smb1_underwater_day\ZtVdrcXYDzQ_12_0938.jpg,smb1,underwater,day,True,0.7414995901944197
10910,10910,menu\jI023XwCR04_21_0217.jpg,menu,,,True,1.3228280864947417
7990,7990,menu\bCG_Ex7g9nE_6_0315.jpg,menu,,,True,1.3228280864947417
5365,5365,smw_airship_day\jI023XwCR04_9_0014.jpg,smw,airship,day,True,0.8902110146772654
19162,19162,menu\ZtVdrcXYDzQ_2_0210.jpg,menu,,,True,1.3228280864947417
11838,11838,sm3dw_desert_day\0ZI1hJ2Kalo_8_0095.jpg,sm3dw,desert,day,True,0.3049969752850617
12122,12122,smb1_sky_day\YuVG3cVdCEA_4_0124.jpg,smb1,sky,day,True,1.2518984747782453
33365,33365,sm3dw_jungle_day\asAgPrbyePY_5_0163.jpg,sm3dw,jungle,day,False,1.0
7750,7750,menu\bCG_Ex7g9nE_6_0075.jpg,menu,,,True,1.3228280864947417
34325,34325,nsmb_sky_night\8y54Wlsyte8_13_0116.jpg,nsmb,sky,night,False,1.0
268,268,nsmb_sky_day\bCG_Ex7g9nE_11_0056.jpg,nsmb,sky,day,True,1.4119889279822648
20100,20100,sm3dw_desert_day\bCG_Ex7g9nE_0_0069.jpg,sm3dw,desert,day,True,0.3049969752850617
23347,23347,smb1_sky_day\-mXxAMAA6-Y_10_0073.jpg,smb1,sky,day,True,1.2518984747782453
2856,2856,smb3_underwater_day\-mXxAMAA6-Y_15_0108.jpg,smb3,underwater,day,True,0.7095859521467321
14594,14594,smb1_ice_night\zXXtMhjoOCU_5_0218.jpg,smb1,ice,night,True,0.8370604270092479
21829,21829,menu\Xtg_BIX3E78_10_0024.jpg,menu,,,True,1.3228280864947417
9706,9706,smb3_desert_day\YuVG3cVdCEA_7_0123.jpg,smb3,desert,day,True,0.7350127820986567
35563,35563,smb3_desert_night\-mXxAMAA6-Y_8_0523.jpg,smb3,desert,night,False,1.0
2767,2767,smb3_underwater_day\-mXxAMAA6-Y_15_0019.jpg,smb3,underwater,day,True,0.7095859521467321
33696,33696,sm3dw_ghosthouse_day\QmVPmh10FVE_0_0099.jpg,sm3dw,ghosthouse,day,False,1.0
4023,4023,smw_sky_day\h082aQwtlR4_13_0060.jpg,smw,sky,day,True,0.6208494030072771
25923,25923,menu\zXXtMhjoOCU_6_0307.jpg,menu,,,True,1.3228280864947417
33257,33257,sm3dw_jungle_day\asAgPrbyePY_5_0055.jpg,sm3dw,jungle,day,False,1.0
1043,1043,nsmb_airship_night\sibl3_fJTds_23_0411.jpg,nsmb,airship,night,True,1.4151789353834578
17725,17725,smb3_castle_day\bCG_Ex7g9nE_12_0051.jpg,smb3,castle,day,True,1.3984756473558513
14219,14219,smb1_ice_day\asAgPrbyePY_8_0018.jpg,smb1,ice,day,True,1.1975218381639878
28547,28547,nsmb_castle_day\bCG_Ex7g9nE_2_0093.jpg,nsmb,castle,day,True,1.648249661736454
21622,21622,smw_sky_day\asAgPrbyePY_3_0018.jpg,smw,sky,day,True,0.6208494030072771
29853,29853,smb3_jungle_night\yrh5IKPiNZs_18_0638.jpg,smb3,jungle,night,False,1.0
15880,15880,smb1_underwater_day\ZtVdrcXYDzQ_12_0844.jpg,smb1,underwater,day,True,0.7414995901944197
4824,4824,smw_grass_day\QmVPmh10FVE_5_0002.jpg,smw,grass,day,True,0.5436262788425023
16133,16133,smb1_desert_day\jI023XwCR04_17_0047.jpg,smb1,desert,day,True,0.7680699921763864
30250,30250,nsmb_jungle_night\sibl3_fJTds_21_0375.jpg,nsmb,jungle,night,False,1.0
16558,16558,nsmb_airship_night\jI023XwCR04_12_0178.jpg,nsmb,airship,night,True,1.4151789353834578
4894,4894,sm3dw_ice_day\uSdL2GGk7cY_0_0054.jpg,sm3dw,ice,day,True,0.47553028005024095
10054,10054,smw_desert_day\sibl3_fJTds_12_0019.jpg,smw,desert,day,True,0.380906124352441
1194,1194,smb3_underground_day\jI023XwCR04_8_0142.jpg,smb3,underground,day,True,1.6421001575928964
7084,7084,smb3_jungle_night\h082aQwtlR4_5_0954.jpg,smb3,jungle,night,True,1.181297693812866
2719,2719,nsmb_castle_day\yrh5IKPiNZs_22_0031.jpg,nsmb,castle,day,True,1.648249661736454
4014,4014,smw_sky_day\h082aQwtlR4_13_0051.jpg,smw,sky,day,True,0.6208494030072771
26679,26679,smb3_jungle_day\-mXxAMAA6-Y_0_0072.jpg,smb3,jungle,day,True,1.6899972093628004
2196,2196,nsmb_airship_night\sibl3_fJTds_25_0186.jpg,nsmb,airship,night,True,1.4151789353834578
35165,35165,smb3_desert_night\-mXxAMAA6-Y_8_0125.jpg,smb3,desert,night,False,1.0
7336,7336,smw_ice_day\6kj1CljrOSs_1_0028.jpg,smw,ice,day,True,0.5938825977433875
1858,1858,smb1_jungle_day\zXXtMhjoOCU_11_0089.jpg,smb1,jungle,day,True,1.7660048573130427
5397,5397,smw_airship_day\jI023XwCR04_9_0046.jpg,smw,airship,day,True,0.8902110146772654
21445,21445,menu\ZtVdrcXYDzQ_0_0239.jpg,menu,,,True,1.3228280864947417
32239,32239,nsmb_grass_day\sibl3_fJTds_14_0118.jpg,nsmb,grass,day,False,1.0
14389,14389,smb1_ice_night\zXXtMhjoOCU_5_0013.jpg,smb1,ice,night,True,0.8370604270092479
20043,20043,sm3dw_desert_day\bCG_Ex7g9nE_0_0012.jpg,sm3dw,desert,day,True,0.3049969752850617
17582,17582,nsmb_grass_day\sibl3_fJTds_7_0064.jpg,nsmb,grass,day,True,1.2363614798818052
29179,29179,nsmb_sky_day\yrh5IKPiNZs_3_0034.jpg,nsmb,sky,day,False,1.0
4494,4494,smb1_sky_day\0ZI1hJ2Kalo_0_0100.jpg,smb1,sky,day,True,1.2518984747782453
30721,30721,nsmb_jungle_night\bCG_Ex7g9nE_8_0095.jpg,nsmb,jungle,night,False,1.0
